  v1     v2   v3   v4  v5   v6   t1
-9.866309165954589844e-01  -7.474066019058227539e-01  8.241311907768249512e-01  4.147021472454071045e-01  -5.323153138160705566e-01  -4.657070040702819824e-01  7.156111955642700195e+00
-1.121736288070678711e+00  -6.947655081748962402e-01  7.755039930343627930e-01  3.168149888515472412e-01  -5.857170224189758301e-01  -4.702370464801788330e-01  7.222568035125732422e+00
-1.150639057159423828e+00  -6.549330949783325195e-01  7.229651808738708496e-01  2.715865075588226318e-01  -6.378004550933837891e-01  -4.985198080539703369e-01  7.286006927490234375e+00
-1.218466520309448242e+00  -6.054111123085021973e-01  6.914929747581481934e-01  2.638686597347259521e-01  -7.069255113601684570e-01  -5.143629312515258789e-01  7.343364953994750977e+00
-1.215091824531555176e+00  -5.590720772743225098e-01  6.447449326515197754e-01  2.303607761859893799e-01  -7.103289961814880371e-01  -5.177185535430908203e-01  7.391653060913085938e+00
-1.200723528861999512e+00  -4.990039467811584473e-01  5.961049199104309082e-01  1.821122914552688599e-01  -6.646690964698791504e-01  -5.211939811706542969e-01  7.444519996643066406e+00
-1.180666685104370117e+00  -4.588903486728668213e-01  5.614241957664489746e-01  1.395443230867385864e-01  -5.906065702438354492e-01  -5.297746658325195312e-01  7.491293907165527344e+00
-1.122452139854431152e+00  -4.247720837593078613e-01  5.184471607208251953e-01  1.045983210206031799e-01  -5.018034577369689941e-01  -5.394818782806396484e-01  7.544475078582763672e+00
-1.048910498619079590e+00  -3.672350049018859863e-01  4.689379334449768066e-01  4.599545523524284363e-02  -3.888401687145233154e-01  -5.380198359489440918e-01  7.603641033172607422e+00
-9.474504590034484863e-01  -3.140953481197357178e-01  4.218830764293670654e-01  5.201153922826051712e-03  -3.031289875507354736e-01  -5.357667803764343262e-01  7.661771059036254883e+00
-8.545423746109008789e-01  -2.869438827037811279e-01  3.807084858417510986e-01  -2.159557491540908813e-02  -2.400440275669097900e-01  -5.160167813301086426e-01  7.714372873306274414e+00
-7.154231071472167969e-01  -2.172372490167617798e-01  3.077165484428405762e-01  -7.056312263011932373e-02  -1.403113156557083130e-01  -4.839949309825897217e-01  7.794990062713623047e+00
-5.951206684112548828e-01  -1.593550443649291992e-01  2.512021362781524658e-01  -1.128434687852859497e-01  -5.946572497487068176e-02  -4.671211242675781250e-01  7.842686891555786133e+00
-4.009186625480651855e-01  -5.546618998050689697e-02  1.309124827384948730e-01  -2.006638646125793457e-01  7.818508893251419067e-02  -4.212934672832489014e-01  7.931737899780273438e+00
-2.329861223697662354e-01  1.298259049654006958e-01  -5.977411940693855286e-02  -2.485528290271759033e-01  2.390613257884979248e-01  -3.847415745258331299e-01  7.999727964401245117e+00
-8.879192173480987549e-02  3.499010205268859863e-01  -2.781490683555603027e-01  -1.366201639175415039e-01  3.583043813705444336e-01  -3.381229341030120850e-01  8.068136930465698242e+00
2.628220431506633759e-02  4.086908400058746338e-01  -3.598718941211700439e-01  -1.080258041620254517e-01  4.204545617103576660e-01  -2.976641952991485596e-01  8.133347988128662109e+00
6.979613006114959717e-02  3.924562036991119385e-01  -3.429086208343505859e-01  -1.656219959259033203e-01  4.298262298107147217e-01  -2.753975093364715576e-01  8.175504922866821289e+00
1.088103726506233215e-01  3.380638062953948975e-01  -2.995736598968505859e-01  -2.469948828220367432e-01  4.287955760955810547e-01  -2.631735801696777344e-01  8.226530075073242188e+00
1.431076228618621826e-01  3.050320744514465332e-01  -2.748126685619354248e-01  -2.949317991733551025e-01  4.286038279533386230e-01  -2.522919178009033203e-01  8.262482881546020508e+00
1.673317402601242065e-01  2.877492308616638184e-01  -2.570568323135375977e-01  -3.201465904712677002e-01  4.281963706016540527e-01  -2.430880218744277954e-01  8.301264047622680664e+00
1.880660504102706909e-01  2.727417945861816406e-01  -2.472777068614959717e-01  -3.458647429943084717e-01  4.248168170452117920e-01  -2.281796485185623169e-01  8.340942859649658203e+00
1.967841684818267822e-01  2.556890249252319336e-01  -2.312092632055282593e-01  -3.504906594753265381e-01  4.102200269699096680e-01  -2.211808711290359497e-01  8.384788990020751953e+00
2.048247903585433960e-01  2.313370853662490845e-01  -2.148851454257965088e-01  -3.504906594753265381e-01  3.943529129028320312e-01  -2.068237662315368652e-01  8.418210029602050781e+00
2.085702568292617798e-01  2.180809378623962402e-01  -1.996603906154632568e-01  -3.744111657142639160e-01  3.711514472961425781e-01  -1.877928078174591064e-01  8.469543933868408203e+00
2.115743011236190796e-01  2.083529382944107056e-01  -1.881427466869354248e-01  -3.850291967391967773e-01  3.557397425174713135e-01  -1.812494248151779175e-01  8.514740943908691406e+00
2.169304490089416504e-01  1.947388648986816406e-01  -1.812781840562820435e-01  -3.909973502159118652e-01  3.421496450901031494e-01  -1.697685420513153076e-01  8.548660039901733398e+00
2.117916196584701538e-01  1.819173395633697510e-01  -1.646472811698913574e-01  -3.875698447227478027e-01  3.204342126846313477e-01  -1.590546369552612305e-01  8.590317010879516602e+00
