q1     q2   q3   q4  q5   q6   t1
1.617704239061751870e-01  -1.901131394989845624e+00  2.355054757663012310e+00  -1.829963286180619875e+00  -1.740718046334084335e+00  -2.872341863238710769e+00  7.664809942245483398e+00
1.761175534363876582e-01  -1.893344916237670539e+00  2.348332269742998690e+00  -1.843259242662496078e+00  -1.726800233755222180e+00  -2.867689892330910428e+00  7.698122024536132812e+00
1.894319435479126512e-01  -1.885138149687620057e+00  2.341127028362024021e+00  -1.856565077359645599e+00  -1.713468700016196777e+00  -2.863402428105298103e+00  7.730406045913696289e+00
2.046739102084001449e-01  -1.874485209607106739e+00  2.331646818935171339e+00  -1.872927987888470369e+00  -1.697718731563384154e+00  -2.858531011920010023e+00  7.764045000076293945e+00
2.183866894357751054e-01  -1.863705917401182077e+00  2.321938569352770543e+00  -1.888668139400770940e+00  -1.683162532404433698e+00  -2.854185177069660018e+00  7.804390907287597656e+00
2.282486929834625644e-01  -1.855227157433757768e+00  2.314227053487270425e+00  -1.900618499434733266e+00  -1.672486392318083936e+00  -2.851071203122772069e+00  7.837167024612426758e+00
2.392108512619375849e-01  -1.845067323326469833e+00  2.304923401758621537e+00  -1.914552579444695368e+00  -1.660375562575095998e+00  -2.847627552303759746e+00  7.880043029785156250e+00
2.488295669026875934e-01  -1.835485002565881985e+00  2.296061250915347074e+00  -1.927351836536381313e+00  -1.649526918423646293e+00  -2.844640854899409987e+00  7.918767929077148438e+00
2.556665200046250863e-01  -1.828218807061344542e+00  2.289290313322885240e+00  -1.936779985090367973e+00  -1.641695732592934220e+00  -2.842539109206084547e+00  7.948722124099731445e+00
2.618083715893501084e-01  -1.821345957703981888e+00  2.282835359178484680e+00  -1.945506036233567215e+00  -1.634577576325546566e+00  -2.840671763641309688e+00  7.982350111007690430e+00
2.673124428612876358e-01  -1.814892164861369395e+00  2.276749971070273659e+00  -1.953554673036027367e+00  -1.628117339840583710e+00  -2.839013318837097177e+00  8.016704082489013672e+00
