a1     a2   a3   a4  a5   a6   t1
1.005938557254396626e+00  -2.885776759746867537e+00  3.141592653589793116e+00  -1.014188402739121919e+00  1.207097431001851739e-01  1.028924350515248110e+00  5.453665971755981445e+00
9.996791736782717486e-01  -2.899143517402438697e+00  3.141592653589793116e+00  -1.042039564173194321e+00  1.007895665733175711e-01  1.061762650663490071e+00  5.489646911621093750e+00
1.089918449057221794e+00  -2.995689235292607222e+00  3.141592653589793116e+00  -1.287233136209696260e+00  1.838265258769105071e-01  1.332924949391788516e+00  5.517988920211791992e+00
1.124233737698430380e+00  -2.989097463404843502e+00  3.141592653589793116e+00  -1.344635508860146267e+00  2.395612635290135795e-01  1.312660095332794263e+00  5.558352947235107422e+00
1.107322007720163759e+00  -3.019984538119266926e+00  3.141592653589793116e+00  -1.324199110206955909e+00  2.631314214798073925e-01  1.334681694428816456e+00  5.602483034133911133e+00
1.102524819593017291e+00  -2.996676857978426867e+00  3.141592653589793116e+00  -1.378320648020572081e+00  1.185760649929067934e-01  1.343994228868113705e+00  5.631342887878417969e+00
1.138664516009956662e+00  -2.999745677419221490e+00  3.141592653589793116e+00  -1.382693824500598634e+00  -1.086330232384714357e-02  1.377957463236574087e+00  5.668870925903320312e+00
0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  5.704247951507568359e+00
0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  5.751681089401245117e+00
-1.633573395739215412e-03  4.499248452477205840e-01  -3.283063748347369226e-09  1.464871489679058225e-01  -1.682910512313088094e-02  -5.093831648973033005e-02  6.579391002655029297e+00
2.843746723147675959e-01  -2.398159374991784443e+00  3.141592653589793116e+00  -4.797869868764036982e-01  -1.633553643898191104e-02  2.241475348195037243e-01  6.629611968994140625e+00
2.850044234122536269e-01  -2.401092830087806274e+00  3.141592653589793116e+00  -4.803431867385795639e-01  -1.642046140110163185e-02  2.252560717835538073e-01  6.659529924392700195e+00
-2.689946296273005438e-02  5.389059753950140585e-01  -4.555672813669319754e-01  1.510475027641121903e-01  -1.976700803610928134e-02  -7.502696196693617314e-02  6.688720941543579102e+00
-7.198121147480845972e-02  9.903227644479177805e-01  -1.483347940890551442e+00  2.113123175735120429e-01  -2.118335741551585077e-02  -1.573880898374984960e-01  6.726145982742309570e+00
-1.071960192163381315e-01  1.136376073180390245e+00  -2.476137609702596443e+00  2.145354307720017673e-01  -2.716930276958228266e-02  -1.957884563194188798e-01  6.762842893600463867e+00
-1.500845677396825950e-01  1.906786141499630549e+00  -3.141592653589793116e+00  2.604926193301893012e-01  -2.184452876828025039e-02  -2.628261435145887170e-01  6.803729057312011719e+00
-2.058327627017856321e-01  2.124939700422252109e+00  -3.141592653589793116e+00  2.820528354455099085e-01  -2.427598453309831941e-02  -3.093125930821917779e-01  6.843771934509277344e+00
-2.436657526725988787e-01  2.270138379356366531e+00  -3.141592653589793116e+00  3.050086004567598152e-01  -2.275347052630797770e-02  -3.549827086147125388e-01  6.883781909942626953e+00
-2.739636685810395433e-01  2.361338937758117762e+00  -3.141592653589793116e+00  3.230913597969868323e-01  -6.026854712976909695e-02  -3.965414981801366201e-01  6.919931888580322266e+00
-2.969730267140577307e-01  2.457394375375844930e+00  -3.141592653589793116e+00  3.353840241589029492e-01  1.588670655471375801e-02  -4.205659496263343122e-01  6.953011035919189453e+00
-3.267050447846969186e-01  2.510772406515537902e+00  -3.141592594286275908e+00  3.514002207621267915e-01  -5.226969451865974559e-02  -4.437902901563873237e-01  6.981251955032348633e+00
-3.569697939192761349e-01  2.595554038847691647e+00  -3.141592653589793116e+00  3.696268693223419555e-01  -8.810601851104508941e-02  -4.853691732173985307e-01  7.014929056167602539e+00
-3.838789517828943842e-01  2.669868576373013003e+00  -3.141592653589793116e+00  3.938450831680512243e-01  -1.589271031425874836e-02  -5.088280658592285732e-01  7.046426057815551758e+00
-4.101616286519541021e-01  2.728432438478475941e+00  -3.141592653589793116e+00  4.052560538303062732e-01  -3.317876215911871873e-02  -5.341627684858998304e-01  7.079782962799072266e+00
-4.286135475765196490e-01  2.772211430022211598e+00  -3.141592653589793116e+00  4.214712100820345309e-01  -9.637098286248943491e-02  -5.525980129430686505e-01  7.110179901123046875e+00
-4.572423581599305842e-01  2.833925682992629369e+00  -3.141592467039788339e+00  4.334996615399616671e-01  4.265268521166864883e-03  -5.780264490653655995e-01  7.141674041748046875e+00
-6.127991868647616469e-01  2.914341328630738914e+00  -3.141592653589793116e+00  5.388034507006805862e-01  -3.216777920136579261e-02  -6.567040866869913174e-01  7.176261901855468750e+00
-6.207092624695208505e-01  2.938768645241411459e+00  -3.141592653589793116e+00  5.471702550628252393e-01  -1.742029954447321671e-02  -6.607499767011253411e-01  7.206448078155517578e+00
-6.386824423340393686e-01  2.952175271359727571e+00  -3.141592653589793116e+00  5.583436431338667516e-01  -1.421215345057036568e-02  -6.699317950123996335e-01  7.241492033004760742e+00
-6.485773206348880437e-01  2.953183942762222181e+00  -3.141592653589793116e+00  5.692491958098279126e-01  1.005114113338828781e-02  -6.834436775975332168e-01  7.277720928192138672e+00
-6.642245561145722066e-01  2.984166042716390965e+00  -3.141592653589793116e+00  5.879391215265151738e-01  -1.249183890230071842e-02  -6.880001615654643965e-01  7.313405036926269531e+00
-6.730597847780318554e-01  2.969691402398829894e+00  -3.141592653589793116e+00  6.020708903315914462e-01  2.455037088176970084e-02  -6.931401987177872037e-01  7.346900939941406250e+00
-6.864151517467161900e-01  2.941386049498758037e+00  -3.141592653589793116e+00  6.073734947991702438e-01  -3.705761669607034875e-02  -7.006137651161757907e-01  7.377822875976562500e+00
